Cluster_name	Count	Max with r1	Max with_r2	Recombinant1	Recombinant2
centroid=F1_H_940;seqs=4;size=4;	4	387	4	1	0
centroid=F5_LH_4957;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_474;seqs=1;size=1;	1	5	1	1	0
centroid=F2_B2_97;seqs=1;size=1;	1	15	1	1	0
centroid=F4_LB_598;seqs=1;size=1;	1	36	1	1	0
centroid=F2_H_1037;seqs=2;size=2;	2	70	2	1	0
centroid=F5_LH_641;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7612;seqs=9;size=26;	26	26	26	0	0
centroid=F6_LB_7026;seqs=1;size=1;	1	34	14	1	1
centroid=F5_LH_4220;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7338;seqs=8;size=18;	18	18	18	0	0
centroid=F6_LB_1110;seqs=1;size=1;	1	33	1	1	0
centroid=F5_LB_1839;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LH_7112;seqs=31;size=78;	78	78	78	0	0
centroid=F5_LB_1089;seqs=3;size=3;	3	5	3	1	0
centroid=F3_H_1674;seqs=1;size=1;	1	167	1	1	0
centroid=F5_LH_706;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4364;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_610;seqs=6;size=6;	6	151	39	1	1
centroid=F6_LB_4611;seqs=5;size=5;	5	26	29	1	1
centroid=F5_LB_2130;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LH_3975;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LH_7194;seqs=1;size=1;	1	49	1	1	0
centroid=F5_LB_3125;seqs=4;size=10;	10	10	10	0	0
centroid=F3_H_1849;seqs=6;size=23;	23	23	23	0	0
centroid=F2_H_1128;seqs=2;size=2;	2	59	2	1	0
centroid=F4_LB_624;seqs=1;size=1;	1	153	199	1	1
centroid=F5_LB_2407;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LB_5300;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LB_2019;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2948;seqs=4;size=4;	4	4	4	0	0
centroid=F5_LH_4993;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_3644;seqs=1;size=1;	1	1	1	0	0
centroid=F1_B1_3392;seqs=2;size=7;	7	7	7	0	0
centroid=F5_LH_3946;seqs=6;size=10;	10	10	10	0	0
centroid=F6_LH_1147;seqs=3;size=3;	3	100	3	1	0
centroid=F4_LH_642;seqs=21;size=100;	100	100	100	0	0
centroid=F5_LH_3691;seqs=7;size=15;	15	15	15	0	0
centroid=F6_LH_7694;seqs=23;size=79;	79	79	79	0	0
centroid=F5_LB_1555;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_6610;seqs=16;size=55;	55	55	55	0	0
centroid=F5_LH_852;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LH_3343;seqs=3;size=3;	3	3	19	0	1
centroid=F6_LB_5168;seqs=1;size=1;	1	33	1	1	0
centroid=F5_LB_771;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7726;seqs=3;size=3;	3	55	3	1	0
centroid=F6_LB_846;seqs=9;size=9;	9	68	55	1	1
centroid=F5_LH_1045;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_4216;seqs=2;size=2;	2	37	2	1	0
centroid=F6_LH_3990;seqs=8;size=8;	8	42	20	1	1
centroid=F5_LH_4256;seqs=2;size=9;	9	9	9	0	0
centroid=F6_LB_6740;seqs=4;size=4;	4	33	4	1	0
centroid=F6_LH_10007;seqs=2;size=2;	2	125	2	1	0
centroid=F6_LB_5606;seqs=1;size=1;	1	10	37	1	1
centroid=F5_LH_4479;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_3686;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7115;seqs=13;size=43;	43	43	43	0	0
centroid=F6_LH_7756;seqs=6;size=14;	14	14	14	0	0
centroid=F6_LH_9425;seqs=1;size=1;	1	109	1	1	0
centroid=F2_B2_127;seqs=1;size=1;	1	13	3	1	1
centroid=F5_LH_4970;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LH_3453;seqs=5;size=7;	7	7	7	0	0
centroid=F6_LH_6720;seqs=5;size=15;	15	15	15	0	0
centroid=F4_LB_816;seqs=24;size=70;	70	70	70	0	0
centroid=F5_LH_4768;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6709;seqs=10;size=29;	29	29	29	0	0
centroid=F6_LH_641;seqs=4;size=4;	4	4	157	0	1
centroid=F2_B2_1218;seqs=1;size=1;	1	18	1	1	0
centroid=F5_LH_3491;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LH_7166;seqs=11;size=48;	48	48	48	0	0
centroid=F1_H_1735;seqs=2;size=2;	2	2	106	0	1
centroid=F6_LH_9902;seqs=1;size=1;	1	75	1	1	0
centroid=F5_LB_690;seqs=1;size=1;	1	3	3	1	1
centroid=F3_H_2851;seqs=1;size=1;	1	126	90	1	1
centroid=F3_H_2706;seqs=1;size=1;	1	57	1	1	0
centroid=F5_LH_1370;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_339;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1205;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2934;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LB_3112;seqs=2;size=2;	2	2	2	0	0
centroid=F1_B1_2351;seqs=26;size=86;	86	86	86	0	0
centroid=F2_B2_869;seqs=2;size=2;	2	28	2	1	0
centroid=F5_LH_4509;seqs=2;size=2;	2	30	2	1	0
centroid=F5_LB_2316;seqs=4;size=5;	5	5	5	0	0
centroid=F6_LB_4211;seqs=2;size=2;	2	34	2	1	0
centroid=F5_LB_2994;seqs=4;size=7;	7	7	7	0	0
centroid=F2_H_1015;seqs=2;size=2;	2	91	2	1	0
centroid=F5_LH_5237;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_554;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1266;seqs=31;size=168;	168	168	168	0	0
centroid=F5_LH_4286;seqs=4;size=13;	13	13	13	0	0
centroid=F6_LH_4327;seqs=4;size=4;	4	4	47	0	1
centroid=F2_H_1016;seqs=3;size=3;	3	95	3	1	0
centroid=F6_LB_590;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_771;seqs=10;size=29;	29	29	29	0	0
centroid=F6_LB_7860;seqs=1;size=1;	1	5	20	1	1
centroid=F4_LB_998;seqs=2;size=2;	2	38	2	1	0
centroid=F5_LH_1379;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LB_6590;seqs=7;size=10;	10	216	10	1	0
centroid=F6_LH_4447;seqs=4;size=4;	4	41	4	1	0
centroid=F2_H_239;seqs=3;size=3;	3	62	3	1	0
centroid=F2_H_988;seqs=2;size=5;	5	5	5	0	0
centroid=F1_B1_1775;seqs=2;size=6;	6	6	6	0	0
centroid=F5_LB_408;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_1761;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_6601;seqs=19;size=42;	42	42	42	0	0
centroid=F5_LB_270;seqs=1;size=1;	1	5	1	1	0
centroid=F1_H_781;seqs=1;size=1;	1	3	1	1	0
centroid=F2_H_14;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_2273;seqs=2;size=3;	3	3	3	0	0
centroid=F2_B2_328;seqs=1;size=1;	1	29	1	1	0
centroid=F2_H_1138;seqs=1;size=1;	1	103	44	1	1
centroid=F6_LH_4903;seqs=1;size=1;	1	1	40	0	1
centroid=F6_LB_4461;seqs=4;size=4;	4	4	54	0	1
centroid=F5_LB_1678;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_195;seqs=4;size=4;	4	86	4	1	0
centroid=F2_H_42;seqs=1;size=1;	1	1	11	0	1
centroid=F5_LB_2051;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_6965;seqs=34;size=90;	90	90	90	0	0
centroid=F6_LB_3489;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1286;seqs=1;size=1;	1	4	114	1	1
centroid=F2_H_415;seqs=4;size=4;	4	78	66	1	1
centroid=F5_LB_824;seqs=1;size=1;	1	2	1	1	0
centroid=F5_LH_2657;seqs=5;size=7;	7	7	7	0	0
centroid=F5_LH_3763;seqs=2;size=6;	6	6	6	0	0
centroid=F2_B2_914;seqs=1;size=1;	1	1	5	0	1
centroid=F2_H_315;seqs=1;size=1;	1	107	1	1	0
centroid=F6_LH_7195;seqs=18;size=20;	20	20	20	0	0
centroid=F3_B2_163;seqs=4;size=23;	23	23	23	0	0
centroid=F6_LB_2651;seqs=1;size=1;	1	1	55	0	1
centroid=F5_LB_3348;seqs=6;size=9;	9	9	9	0	0
centroid=F6_LB_2610;seqs=1;size=1;	1	44	216	1	1
centroid=F6_LH_5112;seqs=3;size=3;	3	261	3	1	0
centroid=F1_H_1330;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_8218;seqs=2;size=2;	2	57	2	1	0
centroid=F2_H_683;seqs=2;size=2;	2	73	2	1	0
centroid=F6_LB_6782;seqs=19;size=65;	65	65	65	0	0
centroid=F5_LB_1320;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LH_2252;seqs=2;size=2;	2	38	2	1	0
centroid=F6_LH_7153;seqs=18;size=38;	38	38	38	0	0
centroid=F5_LB_104;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1968;seqs=14;size=91;	91	91	91	0	0
centroid=F5_LB_2832;seqs=2;size=2;	2	5	2	1	0
centroid=F2_H_573;seqs=2;size=2;	2	46	2	1	0
centroid=F5_LB_2707;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_266;seqs=2;size=2;	2	50	2	1	0
centroid=F5_LB_2023;seqs=6;size=7;	7	7	7	0	0
centroid=F2_B2_1075;seqs=1;size=1;	1	4	7	1	1
centroid=F6_LB_7663;seqs=1;size=1;	1	23	1	1	0
centroid=F5_LH_4235;seqs=2;size=9;	9	9	9	0	0
centroid=F5_LH_1186;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LB_333;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2240;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3858;seqs=3;size=12;	12	12	12	0	0
centroid=F6_LB_4969;seqs=1;size=1;	1	22	4	1	1
centroid=F6_LB_6602;seqs=18;size=33;	33	33	33	0	0
centroid=F6_LB_6979;seqs=15;size=28;	28	28	28	0	0
centroid=F3_H_97;seqs=1;size=1;	1	58	1	1	0
centroid=F5_LB_1914;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_971;seqs=2;size=2;	2	151	66	1	1
centroid=F5_LH_4040;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3342;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LB_2739;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5460;seqs=6;size=13;	13	13	13	0	0
centroid=F2_B2_1051;seqs=1;size=1;	1	1	2	0	1
centroid=F2_H_101;seqs=2;size=2;	2	102	2	1	0
centroid=F2_H_494;seqs=1;size=1;	1	77	1	1	0
centroid=F5_LH_5039;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LH_3177;seqs=1;size=1;	1	15	1	1	0
centroid=F5_LB_2135;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2160;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LH_1766;seqs=1;size=1;	1	20	1	1	0
centroid=F2_B2_635;seqs=1;size=1;	1	5	1	1	0
centroid=F5_LB_242;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_323;seqs=1;size=1;	1	90	1	1	0
centroid=F5_LH_4070;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_5262;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_7568;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LH_4177;seqs=6;size=6;	6	151	6	1	0
centroid=F6_LB_6471;seqs=7;size=28;	28	28	28	0	0
centroid=F6_LH_7092;seqs=30;size=102;	102	102	102	0	0
centroid=F4_LB_1132;seqs=1;size=1;	1	99	1	1	0
centroid=F5_LB_1171;seqs=3;size=3;	3	3	3	0	0
centroid=F2_H_693;seqs=2;size=2;	2	26	2	1	0
centroid=F5_LB_3294;seqs=1;size=2;	2	2	2	0	0
centroid=F3_H_1954;seqs=3;size=6;	6	6	6	0	0
centroid=F2_H_401;seqs=2;size=2;	2	2	49	0	1
centroid=F6_LH_3069;seqs=1;size=1;	1	106	1	1	0
centroid=F5_LH_5736;seqs=1;size=1;	1	1	6	0	1
centroid=F2_B2_347;seqs=1;size=1;	1	15	1	1	0
centroid=F6_LB_7160;seqs=1;size=1;	1	47	1	1	0
centroid=F2_H_359;seqs=1;size=1;	1	90	1	1	0
centroid=F1_B1_2439;seqs=8;size=30;	30	30	30	0	0
centroid=F6_LH_2501;seqs=2;size=2;	2	103	99	1	1
centroid=F2_H_830;seqs=2;size=2;	2	111	2	1	0
centroid=F6_LB_7000;seqs=2;size=2;	2	2	50	0	1
centroid=F5_LH_4979;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_5337;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_7057;seqs=28;size=64;	64	64	64	0	0
centroid=F6_LH_6527;seqs=2;size=2;	2	62	2	1	0
centroid=F5_LH_4638;seqs=1;size=1;	1	2	15	1	1
centroid=F2_B2_94;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_4851;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3008;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_2271;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_5205;seqs=3;size=3;	3	33	3	1	0
centroid=F2_H_123;seqs=1;size=1;	1	71	63	1	1
centroid=F2_B2_1206;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LB_5826;seqs=5;size=13;	13	13	13	0	0
centroid=F6_LB_8091;seqs=1;size=1;	1	27	1	1	0
centroid=F1_H_758;seqs=3;size=3;	3	3	106	0	1
centroid=F5_LH_2764;seqs=1;size=1;	1	39	1	1	0
centroid=F5_LH_1248;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LH_1437;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_3676;seqs=5;size=14;	14	14	14	0	0
centroid=F6_LB_4842;seqs=1;size=1;	1	15	1	1	0
centroid=F6_LH_5611;seqs=1;size=1;	1	71	1	1	0
centroid=F5_LH_5319;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LB_5337;seqs=7;size=17;	17	17	17	0	0
centroid=F5_LH_4085;seqs=3;size=9;	9	9	9	0	0
centroid=F5_LB_2176;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6766;seqs=3;size=8;	8	8	8	0	0
centroid=F6_LB_9365;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LB_6787;seqs=19;size=58;	58	58	58	0	0
centroid=F6_LB_7229;seqs=16;size=29;	29	29	29	0	0
centroid=F6_LH_7124;seqs=8;size=41;	41	41	41	0	0
centroid=F1_H_1601;seqs=1;size=1;	1	6	36	1	1
centroid=F5_LB_991;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7617;seqs=16;size=42;	42	42	42	0	0
centroid=F5_LB_2459;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3692;seqs=4;size=13;	13	13	13	0	0
centroid=F6_LB_6529;seqs=1;size=1;	1	33	42	1	1
centroid=F5_LB_2007;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_6816;seqs=18;size=50;	50	50	50	0	0
centroid=F4_LB_541;seqs=1;size=1;	1	1	53	0	1
centroid=F4_LH_229;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_2424;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LH_8227;seqs=8;size=8;	8	85	83	1	1
centroid=F5_LH_4198;seqs=2;size=7;	7	7	7	0	0
centroid=F1_H_1263;seqs=56;size=366;	366	366	366	0	0
centroid=F5_LH_5464;seqs=1;size=1;	1	6	10	1	1
centroid=F6_LB_7789;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2449;seqs=2;size=12;	12	12	12	0	0
centroid=F5_LH_4055;seqs=6;size=23;	23	23	23	0	0
centroid=F1_H_873;seqs=2;size=2;	2	168	2	1	0
centroid=F6_LB_7128;seqs=4;size=11;	11	11	11	0	0
centroid=F6_LB_1765;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3897;seqs=2;size=2;	2	2	9	0	1
centroid=F2_B2_726;seqs=1;size=1;	1	2	6	1	1
centroid=F6_LB_3119;seqs=1;size=1;	1	11	1	1	0
centroid=F6_LH_4360;seqs=8;size=8;	8	120	107	1	1
centroid=F5_LB_3077;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LH_3951;seqs=2;size=4;	4	4	4	0	0
centroid=F1_H_1214;seqs=3;size=9;	9	9	9	0	0
centroid=F2_H_649;seqs=2;size=2;	2	57	2	1	0
centroid=F5_LH_3881;seqs=4;size=8;	8	8	8	0	0
centroid=F5_LH_3808;seqs=1;size=1;	1	1	4	0	1
centroid=F5_LH_3227;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_4188;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_7042;seqs=31;size=95;	95	95	95	0	0
centroid=F2_B2_995;seqs=1;size=1;	1	30	1	1	0
centroid=F5_LH_4113;seqs=4;size=12;	12	12	12	0	0
centroid=F1_B1_240;seqs=3;size=3;	3	299	243	1	1
centroid=F2_B2_295;seqs=1;size=1;	1	26	1	1	0
centroid=F1_H_1125;seqs=6;size=18;	18	18	18	0	0
centroid=F5_LB_1851;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LH_3466;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5280;seqs=6;size=7;	7	7	7	0	0
centroid=F5_LB_707;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_2071;seqs=3;size=8;	8	8	8	0	0
centroid=F6_LB_6234;seqs=1;size=1;	1	28	39	1	1
centroid=F5_LB_14;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_2085;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LB_2278;seqs=3;size=6;	6	6	6	0	0
centroid=F6_LH_726;seqs=1;size=1;	1	176	1	1	0
centroid=F5_LB_2783;seqs=4;size=9;	9	9	9	0	0
centroid=F5_LH_3180;seqs=9;size=13;	13	13	13	0	0
centroid=F6_LB_9049;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_3441;seqs=2;size=2;	2	2	40	0	1
centroid=F6_LH_7077;seqs=49;size=157;	157	157	157	0	0
centroid=F2_B2_1251;seqs=1;size=1;	1	2	1	1	0
centroid=F6_LH_7802;seqs=18;size=45;	45	45	45	0	0
centroid=F5_LH_3401;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2912;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2145;seqs=1;size=5;	5	5	5	0	0
centroid=F5_LH_2667;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_1358;seqs=2;size=2;	2	155	2	1	0
centroid=F2_B2_963;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_6730;seqs=8;size=24;	24	24	24	0	0
centroid=F6_LH_1314;seqs=1;size=1;	1	14	1	1	0
centroid=F2_B2_838;seqs=7;size=11;	11	11	11	0	0
centroid=F6_LB_1039;seqs=2;size=2;	2	8	2	1	0
centroid=F5_LB_2895;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LB_2162;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_1901;seqs=4;size=8;	8	8	8	0	0
centroid=F2_H_237;seqs=1;size=1;	1	151	1	1	0
centroid=F6_LH_7116;seqs=36;size=106;	106	106	106	0	0
centroid=F5_LB_2073;seqs=1;size=3;	3	3	3	0	0
centroid=F3_H_1679;seqs=1;size=1;	1	25	1	1	0
centroid=F5_LH_4727;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LB_1691;seqs=3;size=8;	8	8	8	0	0
centroid=F6_LB_2900;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2226;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LB_1581;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_5689;seqs=19;size=35;	35	35	35	0	0
centroid=F5_LB_2535;seqs=2;size=2;	2	2	2	0	0
centroid=F3_H_144;seqs=7;size=8;	8	299	387	1	1
centroid=F2_B2_1151;seqs=1;size=1;	1	9	6	1	1
centroid=F5_LH_4020;seqs=3;size=3;	3	6	3	1	0
centroid=F5_LH_5396;seqs=4;size=6;	6	6	6	0	0
centroid=F3_H_2087;seqs=10;size=28;	28	28	28	0	0
centroid=F5_LB_1643;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1522;seqs=2;size=3;	3	3	3	0	0
centroid=F3_H_1979;seqs=7;size=38;	38	38	38	0	0
centroid=F6_LB_8997;seqs=1;size=1;	1	5	3	1	1
centroid=F6_LH_5302;seqs=11;size=26;	26	26	26	0	0
centroid=F5_LB_1940;seqs=2;size=3;	3	3	3	0	0
centroid=F4_LH_386;seqs=1;size=1;	1	51	1	1	0
centroid=F5_LB_1855;seqs=2;size=2;	2	2	2	0	0
centroid=F2_B2_382;seqs=1;size=1;	1	2	4	1	1
centroid=F5_LH_3596;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5505;seqs=4;size=5;	5	5	5	0	0
centroid=F2_H_132;seqs=3;size=3;	3	64	39	1	1
centroid=F6_LB_9370;seqs=1;size=1;	1	33	1	1	0
centroid=F2_H_177;seqs=4;size=4;	4	64	9	1	1
centroid=F5_LH_1949;seqs=1;size=1;	1	45	1	1	0
centroid=F6_LB_9184;seqs=2;size=2;	2	29	2	1	0
centroid=F2_H_35;seqs=1;size=1;	1	106	29	1	1
centroid=F6_LB_8859;seqs=6;size=12;	12	12	12	0	0
centroid=F5_LB_1660;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_29;seqs=2;size=2;	2	55	2	1	0
centroid=F5_LH_3867;seqs=3;size=8;	8	8	8	0	0
centroid=F5_LB_2346;seqs=3;size=6;	6	6	6	0	0
centroid=F5_LB_201;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_2375;seqs=1;size=1;	1	11	3	1	1
centroid=F5_LH_1656;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_7297;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3245;seqs=4;size=8;	8	8	8	0	0
centroid=F5_LH_4255;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_44;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_2507;seqs=4;size=5;	5	5	5	0	0
centroid=F6_LB_6952;seqs=4;size=9;	9	9	9	0	0
centroid=F5_LB_2689;seqs=1;size=1;	1	8	1	1	0
centroid=F5_LB_2924;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LB_3111;seqs=3;size=3;	3	3	3	0	0
centroid=F4_LB_530;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1280;seqs=1;size=1;	1	2	2	1	1
centroid=F5_LH_3501;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LB_5583;seqs=3;size=5;	5	5	5	0	0
centroid=F2_B2_1202;seqs=1;size=1;	1	39	10	1	1
centroid=F6_LB_6643;seqs=11;size=25;	25	25	25	0	0
centroid=F6_LH_1517;seqs=1;size=1;	1	112	1	1	0
centroid=F6_LH_3268;seqs=4;size=4;	4	4	100	0	1
centroid=F5_LB_2762;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1479;seqs=1;size=1;	1	11	73	1	1
centroid=F4_LB_828;seqs=8;size=23;	23	23	23	0	0
centroid=F5_LB_2757;seqs=2;size=2;	2	2	237	0	1
centroid=F6_LB_3462;seqs=1;size=1;	1	37	1	1	0
centroid=F2_H_41;seqs=1;size=1;	1	42	35	1	1
centroid=F6_LH_7691;seqs=16;size=36;	36	36	36	0	0
centroid=F5_LH_5001;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4155;seqs=4;size=9;	9	9	9	0	0
centroid=F5_LB_2637;seqs=1;size=2;	2	2	2	0	0
centroid=F4_LH_683;seqs=7;size=23;	23	23	23	0	0
centroid=F5_LH_2386;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1079;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LH_499;seqs=10;size=21;	21	21	21	0	0
centroid=F5_LB_282;seqs=2;size=2;	2	2	10	0	1
centroid=F6_LH_4323;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2810;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7658;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2890;seqs=7;size=18;	18	18	18	0	0
centroid=F4_LH_713;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1640;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_278;seqs=1;size=1;	1	1	42	0	1
centroid=F6_LB_6741;seqs=1;size=1;	1	29	1	1	0
centroid=F3_H_2086;seqs=15;size=72;	72	72	72	0	0
centroid=F5_LB_2380;seqs=5;size=9;	9	9	9	0	0
centroid=F6_LB_6140;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3181;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1262;seqs=1;size=1;	1	29	1	1	0
centroid=F6_LH_5663;seqs=4;size=13;	13	13	13	0	0
centroid=F4_LB_865;seqs=16;size=40;	40	40	40	0	0
centroid=F5_LB_424;seqs=3;size=6;	6	6	6	0	0
centroid=F3_H_1496;seqs=1;size=1;	1	168	16	1	1
centroid=F5_LB_560;seqs=1;size=1;	1	3	5	1	1
centroid=F6_LB_6530;seqs=11;size=23;	23	23	23	0	0
centroid=F5_LH_1873;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_3193;seqs=1;size=1;	1	42	1	1	0
centroid=F5_LH_300;seqs=2;size=2;	2	13	2	1	0
centroid=F5_LH_4471;seqs=7;size=13;	13	13	13	0	0
centroid=F6_LB_9349;seqs=7;size=10;	10	10	10	0	0
centroid=F5_LB_91;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2423;seqs=1;size=1;	1	14	8	1	1
centroid=F5_LH_4021;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LH_7724;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_3516;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LH_2495;seqs=7;size=12;	12	13	12	1	0
centroid=F6_LB_9158;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4733;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7070;seqs=38;size=129;	129	129	129	0	0
centroid=F5_LH_4226;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LB_2173;seqs=8;size=13;	13	13	13	0	0
centroid=F4_LH_843;seqs=10;size=21;	21	21	21	0	0
centroid=F6_LB_4447;seqs=2;size=2;	2	48	2	1	0
centroid=F6_LB_4028;seqs=1;size=1;	1	31	1	1	0
centroid=F2_H_370;seqs=1;size=1;	1	103	29	1	1
centroid=F5_LH_4014;seqs=4;size=12;	12	12	12	0	0
centroid=F6_LB_2871;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2936;seqs=4;size=11;	11	11	11	0	0
centroid=F5_LH_2603;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_188;seqs=2;size=4;	4	4	4	0	0
centroid=F2_H_614;seqs=1;size=1;	1	64	1	1	0
centroid=F6_LB_522;seqs=2;size=2;	2	44	2	1	0
centroid=F6_LB_6415;seqs=1;size=1;	1	50	1	1	0
