Cluster_name	Count	Max with r1	Max with_r2	Recombinant1	Recombinant2
centroid=F2_H_966;seqs=3;size=3;	3	65	47	1	1
centroid=F6_LB_523;seqs=3;size=3;	3	4	55	1	1
centroid=F6_LB_7379;seqs=1;size=1;	1	50	1	1	0
centroid=F6_LB_2757;seqs=1;size=1;	1	45	1	1	0
centroid=F5_LH_3141;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3222;seqs=2;size=2;	2	3	2	1	0
centroid=F5_LH_2216;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1377;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7240;seqs=1;size=1;	1	28	31	1	1
centroid=F5_LH_2307;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_5702;seqs=1;size=1;	1	107	1	1	0
centroid=F6_LB_3545;seqs=1;size=1;	1	6	1	1	0
centroid=F2_H_190;seqs=1;size=1;	1	49	1	1	0
centroid=F1_H_316;seqs=1;size=1;	1	12	106	1	1
centroid=F5_LH_4146;seqs=9;size=25;	25	25	25	0	0
centroid=F6_LB_4836;seqs=1;size=1;	1	8	1	1	0
centroid=F5_LB_427;seqs=2;size=4;	4	4	4	0	0
centroid=F2_H_115;seqs=1;size=1;	1	100	1	1	0
centroid=F3_H_2036;seqs=10;size=22;	22	22	22	0	0
centroid=F6_LB_6675;seqs=1;size=1;	1	55	1	1	0
centroid=F1_H_1865;seqs=1;size=1;	1	1	120	0	1
centroid=F5_LB_1196;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_1175;seqs=1;size=1;	1	16	1	1	0
centroid=F2_B2_338;seqs=1;size=1;	1	18	1	1	0
centroid=F1_H_1455;seqs=1;size=1;	1	150	1	1	0
centroid=F6_LB_6285;seqs=7;size=18;	18	18	18	0	0
centroid=F6_LB_2690;seqs=5;size=5;	5	5	55	0	1
centroid=F5_LH_2087;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2563;seqs=1;size=1;	1	11	1	1	0
centroid=F2_H_950;seqs=5;size=5;	5	5	58	0	1
centroid=F5_LH_1266;seqs=1;size=1;	1	8	2	1	1
centroid=F6_LB_4290;seqs=1;size=1;	1	31	1	1	0
centroid=F6_LB_6378;seqs=3;size=7;	7	7	7	0	0
centroid=F6_LH_1583;seqs=3;size=3;	3	98	3	1	0
centroid=F5_LH_1708;seqs=1;size=1;	1	7	1	1	0
centroid=F6_LB_4089;seqs=3;size=3;	3	58	3	1	0
centroid=F5_LB_3211;seqs=2;size=2;	2	2	2	0	0
centroid=F3_B2_168;seqs=5;size=16;	16	16	16	0	0
centroid=F1_B1_2309;seqs=18;size=54;	54	54	54	0	0
centroid=F6_LB_7693;seqs=1;size=1;	1	18	1	1	0
centroid=F5_LH_5655;seqs=9;size=15;	15	15	15	0	0
centroid=F6_LH_283;seqs=1;size=1;	1	73	1	1	0
centroid=F2_B2_664;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LH_9205;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3609;seqs=1;size=1;	1	3	15	1	1
centroid=F6_LH_7468;seqs=1;size=1;	1	52	1	1	0
centroid=F6_LB_1798;seqs=1;size=1;	1	20	155	1	1
centroid=F5_LB_1989;seqs=2;size=6;	6	6	6	0	0
centroid=F5_LH_5506;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LH_472;seqs=1;size=1;	1	22	5	1	1
centroid=F6_LB_6454;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_918;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_3292;seqs=5;size=9;	9	9	9	0	0
centroid=F5_LH_2390;seqs=1;size=1;	1	1	51	0	1
centroid=F4_LB_929;seqs=10;size=14;	14	14	14	0	0
centroid=F5_LB_2217;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LB_5509;seqs=2;size=2;	2	2	2	0	0
centroid=F1_B1_2584;seqs=7;size=20;	20	20	20	0	0
centroid=F5_LH_4084;seqs=1;size=3;	3	3	3	0	0
centroid=F2_B2_905;seqs=1;size=1;	1	8	1	1	0
centroid=F5_LH_4767;seqs=1;size=1;	1	11	1	1	0
centroid=F6_LB_3045;seqs=1;size=1;	1	36	32	1	1
centroid=F5_LB_2107;seqs=3;size=8;	8	8	8	0	0
centroid=F2_H_30;seqs=2;size=2;	2	41	2	1	0
centroid=F6_LB_8986;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_4114;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3126;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_1068;seqs=1;size=1;	1	59	1	1	0
centroid=F6_LB_5566;seqs=16;size=32;	32	32	32	0	0
centroid=F1_B1_1434;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_132;seqs=4;size=5;	5	5	5	0	0
centroid=F1_H_1504;seqs=2;size=2;	2	3	2	1	0
centroid=F6_LB_6598;seqs=9;size=22;	22	22	22	0	0
centroid=F5_LB_3224;seqs=1;size=1;	1	155	237	1	1
centroid=F5_LB_161;seqs=1;size=1;	1	2	1	1	0
centroid=F4_LB_401;seqs=2;size=2;	2	99	2	1	0
centroid=F6_LH_7876;seqs=2;size=2;	2	60	2	1	0
centroid=F2_B2_570;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LB_3264;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_8913;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_6974;seqs=20;size=58;	58	58	58	0	0
centroid=F6_LB_7222;seqs=11;size=33;	33	33	33	0	0
centroid=F5_LB_2321;seqs=3;size=7;	7	7	7	0	0
centroid=F5_LB_1223;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7715;seqs=5;size=5;	5	11	5	1	0
centroid=F5_LH_2874;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LH_1551;seqs=1;size=1;	1	2	2	1	1
centroid=F5_LB_2427;seqs=6;size=10;	10	10	10	0	0
centroid=F5_LH_1070;seqs=1;size=1;	1	12	1	1	0
centroid=F2_H_904;seqs=2;size=2;	2	84	2	1	0
centroid=F5_LH_1244;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_2351;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_2676;seqs=2;size=2;	2	2	73	0	1
centroid=F6_LH_6852;seqs=1;size=1;	1	89	1	1	0
centroid=F5_LB_2394;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3232;seqs=5;size=9;	9	9	9	0	0
centroid=F5_LH_5796;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_2885;seqs=1;size=1;	1	8	13	1	1
centroid=F5_LH_5338;seqs=5;size=10;	10	10	10	0	0
centroid=F5_LB_1685;seqs=4;size=8;	8	8	8	0	0
centroid=F6_LH_2214;seqs=4;size=4;	4	4	78	0	1
centroid=F5_LB_2045;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2768;seqs=4;size=4;	4	4	58	0	1
centroid=F6_LB_6581;seqs=14;size=28;	28	28	28	0	0
centroid=F5_LB_3233;seqs=1;size=3;	3	3	3	0	0
centroid=F4_LB_756;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LH_5705;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LH_3548;seqs=6;size=11;	11	11	11	0	0
centroid=F2_H_503;seqs=1;size=1;	1	20	12	1	1
centroid=F5_LB_2343;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_692;seqs=3;size=3;	3	3	3	0	0
centroid=F4_LH_611;seqs=14;size=43;	43	43	43	0	0
centroid=F6_LB_9644;seqs=3;size=6;	6	6	6	0	0
centroid=F6_LH_4234;seqs=5;size=5;	5	74	49	1	1
centroid=F5_LH_5267;seqs=2;size=12;	12	12	12	0	0
centroid=F5_LH_5521;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_2380;seqs=2;size=2;	2	2	2	0	0
centroid=F1_H_1247;seqs=1;size=1;	1	1	8	0	1
centroid=F2_H_124;seqs=2;size=2;	2	48	2	1	0
centroid=F5_LH_3898;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_1893;seqs=1;size=1;	1	168	1	1	0
centroid=F6_LB_9284;seqs=1;size=1;	1	1	38	0	1
centroid=F5_LB_2991;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3132;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_810;seqs=1;size=1;	1	24	6	1	1
centroid=F3_H_2187;seqs=6;size=6;	6	167	6	1	0
centroid=F4_LB_789;seqs=12;size=26;	26	26	26	0	0
centroid=F6_LH_3820;seqs=4;size=4;	4	100	4	1	0
centroid=F5_LB_2333;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_416;seqs=4;size=4;	4	11	4	1	0
centroid=F5_LB_2347;seqs=2;size=4;	4	4	4	0	0
centroid=F1_B1_2564;seqs=17;size=51;	51	51	51	0	0
centroid=F6_LB_3858;seqs=3;size=3;	3	3	44	0	1
centroid=F5_LH_3121;seqs=4;size=6;	6	6	6	0	0
centroid=F2_B2_1093;seqs=1;size=1;	1	64	3	1	1
centroid=F5_LB_1928;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LB_9157;seqs=4;size=4;	4	4	4	0	0
centroid=F6_LB_7534;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_495;seqs=2;size=2;	2	34	2	1	0
centroid=F1_H_1269;seqs=40;size=155;	155	155	155	0	0
centroid=F5_LB_1698;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_5027;seqs=2;size=4;	4	4	4	0	0
centroid=F1_B1_2176;seqs=5;size=9;	9	9	9	0	0
centroid=F1_B1_2200;seqs=18;size=70;	70	70	70	0	0
centroid=F5_LH_493;seqs=1;size=1;	1	6	3	1	1
centroid=F5_LB_2480;seqs=3;size=8;	8	8	8	0	0
centroid=F5_LB_3318;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_1548;seqs=1;size=1;	1	18	1	1	0
centroid=F5_LB_3140;seqs=3;size=3;	3	3	3	0	0
centroid=F2_B2_262;seqs=1;size=1;	1	16	8	1	1
centroid=F5_LB_115;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_69;seqs=4;size=4;	4	101	4	1	0
centroid=F6_LH_841;seqs=1;size=1;	1	89	1	1	0
centroid=F5_LB_2923;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LB_7139;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LB_3023;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LB_2332;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LB_784;seqs=1;size=1;	1	5	20	1	1
centroid=F6_LB_6002;seqs=3;size=3;	3	3	33	0	1
centroid=F6_LH_1813;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3069;seqs=1;size=1;	1	10	1	1	0
centroid=F2_H_579;seqs=3;size=3;	3	38	3	1	0
centroid=F6_LH_7725;seqs=1;size=1;	1	1	5	0	1
centroid=F5_LH_2826;seqs=2;size=2;	2	2	4	0	1
centroid=F6_LH_1438;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_330;seqs=1;size=3;	3	3	3	0	0
centroid=F2_H_493;seqs=1;size=1;	1	39	44	1	1
centroid=F6_LB_6518;seqs=16;size=41;	41	41	41	0	0
centroid=F6_LB_4044;seqs=1;size=1;	1	1	22	0	1
centroid=F6_LB_7208;seqs=18;size=31;	31	31	31	0	0
centroid=F4_LB_830;seqs=14;size=38;	38	38	38	0	0
centroid=F5_LB_1837;seqs=2;size=7;	7	7	7	0	0
centroid=F2_B2_704;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LH_188;seqs=1;size=1;	1	35	1	1	0
centroid=F5_LB_504;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2999;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_1144;seqs=1;size=1;	1	5	1	1	0
centroid=F2_H_648;seqs=3;size=3;	3	3	22	0	1
centroid=F5_LB_1997;seqs=2;size=7;	7	7	7	0	0
centroid=F2_H_134;seqs=3;size=3;	3	3	40	0	1
centroid=F6_LB_7854;seqs=2;size=2;	2	34	2	1	0
centroid=F5_LH_640;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_166;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_1976;seqs=3;size=3;	3	39	84	1	1
centroid=F6_LB_6362;seqs=6;size=10;	10	12	10	1	0
centroid=F5_LB_1829;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_799;seqs=1;size=1;	1	28	1	1	0
centroid=F1_H_300;seqs=1;size=1;	1	6	8	1	1
centroid=F5_LH_5013;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LH_2883;seqs=1;size=1;	1	2	2	1	1
centroid=F6_LH_7175;seqs=27;size=89;	89	89	89	0	0
centroid=F6_LB_6521;seqs=21;size=58;	58	58	58	0	0
centroid=F5_LH_2945;seqs=1;size=1;	1	1	26	0	1
centroid=F2_H_17;seqs=1;size=1;	1	107	1	1	0
centroid=F4_LH_513;seqs=1;size=1;	1	149	1	1	0
centroid=F6_LH_7113;seqs=2;size=2;	2	52	2	1	0
centroid=F6_LB_9423;seqs=1;size=1;	1	25	1	1	0
centroid=F5_LH_4753;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1659;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2476;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_5597;seqs=1;size=1;	1	10	1	1	0
centroid=F6_LH_931;seqs=4;size=4;	4	77	77	1	1
centroid=F5_LH_45;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1931;seqs=7;size=30;	30	30	30	0	0
centroid=F1_B1_2361;seqs=34;size=168;	168	168	168	0	0
centroid=F6_LB_690;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7021;seqs=21;size=49;	49	49	49	0	0
centroid=F5_LH_4944;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3670;seqs=1;size=1;	1	33	1	1	0
centroid=F1_H_1230;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LB_6588;seqs=14;size=36;	36	36	36	0	0
centroid=F4_LH_113;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2223;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_3944;seqs=1;size=1;	1	40	1	1	0
centroid=F1_B1_2311;seqs=10;size=36;	36	36	36	0	0
centroid=F6_LH_681;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_474;seqs=12;size=14;	14	14	14	0	0
centroid=F2_B2_1105;seqs=1;size=1;	1	16	3	1	1
centroid=F5_LH_3357;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LB_1085;seqs=5;size=6;	6	62	53	1	1
centroid=F2_B2_102;seqs=2;size=2;	2	19	2	1	0
centroid=F1_H_1785;seqs=1;size=1;	1	6	1	1	0
centroid=F4_LH_628;seqs=16;size=54;	54	54	54	0	0
centroid=F5_LB_1567;seqs=2;size=2;	2	2	2	0	0
centroid=F1_H_819;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_466;seqs=1;size=1;	1	52	1	1	0
centroid=F5_LH_3267;seqs=15;size=30;	30	30	30	0	0
centroid=F6_LH_8678;seqs=1;size=1;	1	73	1	1	0
centroid=F6_LB_4973;seqs=1;size=1;	1	4	1	1	0
centroid=F1_B1_16;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3406;seqs=3;size=6;	6	6	6	0	0
centroid=F2_B2_1090;seqs=2;size=2;	2	155	2	1	0
centroid=F3_B2_65;seqs=1;size=1;	1	14	3	1	1
centroid=F6_LB_6875;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_216;seqs=4;size=4;	4	70	112	1	1
centroid=F5_LB_1047;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1688;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3051;seqs=5;size=11;	11	11	11	0	0
centroid=F2_H_15;seqs=8;size=8;	8	100	8	1	0
centroid=F5_LB_522;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5087;seqs=1;size=1;	1	19	13	1	1
centroid=F6_LB_4877;seqs=4;size=4;	4	60	4	1	0
centroid=F6_LB_7303;seqs=9;size=26;	26	26	26	0	0
centroid=F2_H_106;seqs=3;size=3;	3	58	66	1	1
centroid=F6_LH_7711;seqs=5;size=26;	26	26	26	0	0
centroid=F6_LB_7421;seqs=2;size=2;	2	55	2	1	0
centroid=F5_LH_2987;seqs=8;size=18;	18	18	18	0	0
centroid=F6_LH_7127;seqs=3;size=7;	7	7	7	0	0
centroid=F5_LH_2592;seqs=1;size=1;	1	1	6	0	1
centroid=F5_LB_685;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LH_3542;seqs=2;size=2;	2	106	100	1	1
centroid=F2_H_83;seqs=2;size=2;	2	50	2	1	0
centroid=F6_LB_6439;seqs=6;size=14;	14	14	14	0	0
centroid=F2_H_591;seqs=4;size=4;	4	84	4	1	0
centroid=F5_LH_2908;seqs=9;size=19;	19	19	19	0	0
centroid=F6_LB_3450;seqs=2;size=2;	2	2	9	0	1
centroid=F2_B2_452;seqs=1;size=1;	1	56	5	1	1
centroid=F5_LH_3844;seqs=7;size=15;	15	15	15	0	0
centroid=F5_LH_5689;seqs=1;size=1;	1	10	1	1	0
centroid=F2_B2_351;seqs=1;size=1;	1	20	3	1	1
centroid=F5_LB_1867;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_2055;seqs=5;size=5;	5	5	5	0	0
centroid=F5_LH_3825;seqs=1;size=5;	5	5	5	0	0
centroid=F2_H_215;seqs=7;size=8;	8	30	44	1	1
centroid=F5_LH_4641;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_6940;seqs=1;size=1;	1	8	68	1	1
centroid=F6_LB_7531;seqs=3;size=3;	3	55	3	1	0
centroid=F5_LB_1780;seqs=1;size=1;	1	15	1	1	0
centroid=F5_LH_5516;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LB_1561;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LB_6614;seqs=15;size=48;	48	48	48	0	0
centroid=F6_LH_10363;seqs=2;size=2;	2	50	2	1	0
centroid=F5_LH_252;seqs=1;size=1;	1	3	9	1	1
centroid=F5_LB_1859;seqs=1;size=1;	1	164	1	1	0
centroid=F1_B1_97;seqs=1;size=1;	1	37	1	1	0
centroid=F2_H_1045;seqs=1;size=1;	1	1	33	0	1
centroid=F6_LH_7053;seqs=32;size=112;	112	112	112	0	0
centroid=F5_LH_4590;seqs=1;size=1;	1	28	2	1	1
centroid=F6_LB_2140;seqs=4;size=4;	4	30	10	1	1
centroid=F2_B2_178;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_2464;seqs=3;size=3;	3	52	3	1	0
centroid=F5_LB_2374;seqs=3;size=7;	7	7	7	0	0
centroid=F6_LB_5352;seqs=1;size=1;	1	6	1	1	0
centroid=F6_LH_5007;seqs=4;size=4;	4	71	70	1	1
centroid=F5_LB_2586;seqs=4;size=5;	5	5	5	0	0
centroid=F6_LH_7055;seqs=18;size=45;	45	45	45	0	0
centroid=F6_LH_1553;seqs=4;size=4;	4	4	4	0	0
centroid=F6_LH_9632;seqs=1;size=1;	1	47	1	1	0
centroid=F5_LH_808;seqs=1;size=1;	1	4	1	1	0
centroid=F2_H_486;seqs=5;size=5;	5	101	5	1	0
centroid=F2_H_180;seqs=2;size=2;	2	157	2	1	0
centroid=F2_H_758;seqs=1;size=1;	1	86	1	1	0
centroid=F2_B2_1156;seqs=2;size=2;	2	10	2	1	0
centroid=F5_LH_3039;seqs=6;size=11;	11	11	11	0	0
centroid=F1_B1_2525;seqs=13;size=49;	49	49	49	0	0
centroid=F3_H_2104;seqs=15;size=49;	49	49	49	0	0
centroid=F5_LB_3007;seqs=4;size=6;	6	6	6	0	0
centroid=F6_LB_8456;seqs=2;size=2;	2	2	64	0	1
centroid=F1_H_87;seqs=1;size=1;	1	1	115	0	1
centroid=F5_LH_4017;seqs=2;size=12;	12	12	12	0	0
centroid=F6_LB_6274;seqs=14;size=36;	36	36	36	0	0
centroid=F5_LH_3603;seqs=7;size=11;	11	11	11	0	0
centroid=F5_LH_255;seqs=1;size=1;	1	1	1	0	0
centroid=F1_B1_2663;seqs=1;size=1;	1	146	1	1	0
centroid=F2_H_653;seqs=4;size=4;	4	100	55	1	1
centroid=F5_LB_2790;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_248;seqs=1;size=1;	1	45	1	1	0
centroid=F2_B2_1196;seqs=1;size=1;	1	16	1	1	0
centroid=F5_LH_3856;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LB_2516;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_7063;seqs=30;size=98;	98	98	98	0	0
centroid=F6_LB_6223;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_248;seqs=2;size=2;	2	176	2	1	0
centroid=F5_LH_3985;seqs=5;size=10;	10	10	10	0	0
centroid=F5_LB_2603;seqs=2;size=6;	6	6	6	0	0
centroid=F2_B2_1195;seqs=1;size=1;	1	8	1	1	0
centroid=F5_LH_5771;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LB_6213;seqs=15;size=38;	38	38	38	0	0
centroid=F5_LB_428;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LH_4128;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LH_5130;seqs=1;size=1;	1	44	1	1	0
centroid=F3_H_200;seqs=3;size=3;	3	26	129	1	1
centroid=F5_LH_2595;seqs=1;size=1;	1	2	1	1	0
centroid=F6_LB_1349;seqs=2;size=2;	2	32	2	1	0
centroid=F5_LH_3555;seqs=3;size=3;	3	10	3	1	0
centroid=F5_LH_3206;seqs=1;size=1;	1	32	1	1	0
centroid=F5_LH_5197;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_2997;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2430;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LB_5252;seqs=1;size=1;	1	1	44	0	1
centroid=F5_LB_495;seqs=4;size=6;	6	6	6	0	0
centroid=F6_LB_5151;seqs=5;size=14;	14	14	14	0	0
centroid=F1_B1_3296;seqs=1;size=1;	1	168	1	1	0
centroid=F4_LH_618;seqs=1;size=1;	1	21	4	1	1
centroid=F5_LB_1562;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1087;seqs=1;size=1;	1	1	90	0	1
centroid=F6_LB_6626;seqs=16;size=60;	60	60	60	0	0
centroid=F5_LH_1212;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_2959;seqs=1;size=1;	1	93	1	1	0
centroid=F5_LH_3215;seqs=1;size=1;	1	1	2	0	1
centroid=F3_H_2137;seqs=1;size=1;	1	11	97	1	1
centroid=F6_LB_9443;seqs=2;size=2;	2	4	2	1	0
centroid=F6_LH_501;seqs=1;size=1;	1	151	1	1	0
centroid=F5_LH_4279;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_1578;seqs=1;size=1;	1	5	1	1	0
centroid=F6_LH_7714;seqs=2;size=2;	2	2	58	0	1
centroid=F5_LB_2304;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_3656;seqs=7;size=11;	11	11	11	0	0
centroid=F3_H_51;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LB_2249;seqs=2;size=2;	2	2	2	0	0
centroid=F1_B1_118;seqs=1;size=1;	1	43	1	1	0
centroid=F5_LB_1592;seqs=2;size=2;	2	2	2	0	0
centroid=F4_LB_892;seqs=6;size=20;	20	20	20	0	0
centroid=F2_H_892;seqs=3;size=3;	3	68	3	1	0
centroid=F5_LH_5370;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_4098;seqs=4;size=9;	9	9	9	0	0
centroid=F6_LB_6576;seqs=12;size=28;	28	28	28	0	0
centroid=F6_LB_7581;seqs=4;size=8;	8	8	8	0	0
centroid=F5_LB_2997;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LB_7828;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3550;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LH_2903;seqs=3;size=9;	9	9	9	0	0
centroid=F6_LB_4259;seqs=1;size=1;	1	55	1	1	0
centroid=F6_LH_4475;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3119;seqs=1;size=1;	1	1	4	0	1
centroid=F6_LB_5696;seqs=5;size=5;	5	35	5	1	0
centroid=F5_LB_2779;seqs=2;size=2;	2	2	66	0	1
centroid=F5_LB_2016;seqs=1;size=2;	2	2	2	0	0
centroid=F2_H_1052;seqs=4;size=4;	4	34	4	1	0
centroid=F5_LB_2253;seqs=2;size=9;	9	9	9	0	0
centroid=F2_H_387;seqs=2;size=2;	2	2	64	0	1
centroid=F5_LH_5012;seqs=1;size=1;	1	4	1	1	0
centroid=F6_LB_6826;seqs=12;size=32;	32	32	32	0	0
centroid=F6_LB_6382;seqs=17;size=30;	30	30	30	0	0
centroid=F5_LH_3778;seqs=9;size=20;	20	20	20	0	0
centroid=F5_LH_4789;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_912;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_1129;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_2067;seqs=3;size=16;	16	16	16	0	0
centroid=F5_LH_3513;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3191;seqs=3;size=7;	7	7	7	0	0
centroid=F5_LH_5787;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_456;seqs=1;size=1;	1	5	1	1	0
centroid=F6_LB_6797;seqs=12;size=23;	23	23	23	0	0
centroid=F5_LH_2773;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1126;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_5585;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LH_4001;seqs=2;size=7;	7	7	7	0	0
centroid=F5_LB_457;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_139;seqs=4;size=4;	4	4	4	0	0
centroid=F1_H_200;seqs=2;size=2;	2	2	62	0	1
centroid=F3_B2_31;seqs=1;size=1;	1	20	1	1	0
centroid=F5_LH_653;seqs=2;size=2;	2	2	6	0	1
centroid=F5_LH_5691;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_1921;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_1219;seqs=1;size=1;	1	22	1	1	0
centroid=F5_LB_446;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_1889;seqs=2;size=2;	2	60	157	1	1
centroid=F2_B2_502;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LB_554;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2323;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_1721;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_9622;seqs=3;size=3;	3	77	58	1	1
centroid=F5_LH_5590;seqs=2;size=2;	2	28	2	1	0
centroid=F6_LB_8249;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LB_1823;seqs=1;size=1;	1	42	1	1	0
centroid=F2_H_394;seqs=3;size=3;	3	100	3	1	0
centroid=F1_H_1009;seqs=1;size=1;	1	8	41	1	1
centroid=F6_LB_6536;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2637;seqs=1;size=1;	1	1	15	0	1
centroid=F2_H_772;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LH_5668;seqs=4;size=4;	4	99	90	1	1
centroid=F4_LH_877;seqs=1;size=1;	1	25	38	1	1
centroid=F6_LB_4839;seqs=1;size=1;	1	55	1	1	0
centroid=F5_LH_5134;seqs=2;size=2;	2	2	2	0	0
